video_id,gesture_label,original_source_dataset,original_split,assigned_split,train_test_usage,experiment_stage
vid_02654,Stop Sign,Jester,unknown,Train,train,baseline
vid_02655,Swipe Right,Jester,unknown,Train,train,baseline
vid_02656,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02657,Stop Sign,Jester,unknown,Train,train,baseline
vid_02658,Stop Sign,Jester,unknown,Train,train,baseline
vid_02659,Stop Sign,Jester,unknown,DS3,test,task3
vid_02660,Thumb Down,Jester,unknown,Train,train,baseline
vid_02661,Swipe Right,Jester,unknown,Train,train,baseline
vid_02662,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02663,Thumb Down,Jester,unknown,DS1,test,task1
vid_02664,Swipe Right,Jester,unknown,Train,train,baseline
vid_02665,Thumb Down,Jester,unknown,Train,train,baseline
vid_02666,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02667,Thumb Down,Jester,unknown,Train,train,baseline
vid_02668,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02669,Swipe Left,Jester,unknown,Train,train,baseline
vid_02670,Swipe Left,Jester,unknown,Train,train,baseline
vid_02671,Swipe Right,Jester,unknown,Train,train,baseline
vid_02672,Stop Sign,Jester,unknown,DS3,test,task3
vid_02673,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02674,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02675,Swipe Left,Jester,unknown,DS2,test,task2
vid_02676,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02677,Stop Sign,Jester,unknown,DS3,test,task3
vid_02678,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02679,Swipe Left,Jester,unknown,Train,train,baseline
vid_02680,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02681,Thumb Down,Jester,unknown,Train,train,baseline
vid_02682,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02683,Rolling Forward,Jester,unknown,DS3,test,task3
vid_02684,Thumb Down,Jester,unknown,Train,train,baseline
vid_02685,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02686,Swipe Left,Jester,unknown,Train,train,baseline
vid_02687,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02688,Stop Sign,Jester,unknown,Train,train,baseline
vid_02689,Rolling Backward,Jester,unknown,DS1,test,task1
vid_02690,Stop Sign,Jester,unknown,DS2,test,task2
vid_02691,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02692,Stop Sign,Jester,unknown,Train,train,baseline
vid_02693,Stop Sign,Jester,unknown,Train,train,baseline
vid_02694,Thumb Down,Jester,unknown,Train,train,baseline
vid_02695,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02696,Swipe Left,Jester,unknown,DS2,test,task2
vid_02697,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02698,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02699,Stop Sign,Jester,unknown,Train,train,baseline
vid_02700,Swipe Left,Jester,unknown,Train,train,baseline
vid_02701,Stop Sign,Jester,unknown,Train,train,baseline
vid_02702,Swipe Left,Jester,unknown,Train,train,baseline
vid_02703,Swipe Right,Jester,unknown,Train,train,baseline
vid_02704,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02705,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02706,Rolling Forward,Jester,unknown,DS2,test,task2
vid_02707,Stop Sign,Jester,unknown,DS1,test,task1
vid_02708,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02709,Stop Sign,Jester,unknown,DS3,test,task3
vid_02710,Thumb Down,Jester,unknown,Train,train,baseline
vid_02711,Stop Sign,Jester,unknown,DS1,test,task1
vid_02712,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02713,Swipe Left,Jester,unknown,Train,train,baseline
vid_02714,Thumb Down,Jester,unknown,DS3,test,task3
vid_02715,Thumb Down,Jester,unknown,Train,train,baseline
vid_02716,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02717,Rolling Forward,Jester,unknown,DS2,test,task2
vid_02718,Thumb Down,Jester,unknown,DS3,test,task3
vid_02719,Thumb Down,Jester,unknown,Train,train,baseline
vid_02720,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02721,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02722,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02723,Thumb Down,Jester,unknown,Train,train,baseline
vid_02724,Swipe Right,Jester,unknown,Train,train,baseline
vid_02725,Thumb Down,Jester,unknown,Train,train,baseline
vid_02726,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02727,Swipe Left,Jester,unknown,DS3,test,task3
vid_02728,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02729,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02730,Thumb Down,Jester,unknown,Train,train,baseline
vid_02731,Swipe Right,Jester,unknown,Train,train,baseline
vid_02732,Swipe Right,Jester,unknown,DS3,test,task3
vid_02733,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02734,Rolling Backward,Jester,unknown,DS2,test,task2
vid_02735,Rolling Backward,Jester,unknown,DS1,test,task1
vid_02736,Swipe Right,Jester,unknown,Train,train,baseline
vid_02737,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02738,Stop Sign,Jester,unknown,Train,train,baseline
vid_02739,Rolling Forward,Jester,unknown,DS3,test,task3
vid_02740,Swipe Right,Jester,unknown,Train,train,baseline
vid_02741,Swipe Left,Jester,unknown,Train,train,baseline
vid_02742,Swipe Left,Jester,unknown,Train,train,baseline
vid_02743,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02744,Swipe Left,Jester,unknown,Train,train,baseline
vid_02745,Swipe Left,Jester,unknown,DS1,test,task1
vid_02746,Swipe Left,Jester,unknown,Train,train,baseline
vid_02747,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02748,Swipe Left,Jester,unknown,Train,train,baseline
vid_02749,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02750,Thumb Down,Jester,unknown,Train,train,baseline
vid_02751,Swipe Right,Jester,unknown,Train,train,baseline
vid_02752,Rolling Forward,Jester,unknown,DS2,test,task2
vid_02753,Rolling Backward,Jester,unknown,DS1,test,task1
vid_02754,Stop Sign,Jester,unknown,DS2,test,task2
vid_02755,Thumb Down,Jester,unknown,DS2,test,task2
vid_02756,Thumb Down,Jester,unknown,Train,train,baseline
vid_02757,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02758,Swipe Left,Jester,unknown,DS2,test,task2
vid_02759,Swipe Right,Jester,unknown,DS3,test,task3
vid_02760,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02761,Swipe Left,Jester,unknown,Train,train,baseline
vid_02762,Stop Sign,Jester,unknown,DS3,test,task3
vid_02763,Swipe Right,Jester,unknown,DS1,test,task1
vid_02764,Swipe Right,Jester,unknown,Train,train,baseline
vid_02765,Stop Sign,Jester,unknown,DS3,test,task3
vid_02766,Thumb Down,Jester,unknown,Train,train,baseline
vid_02767,Swipe Right,Jester,unknown,Train,train,baseline
vid_02768,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02769,Swipe Left,Jester,unknown,Train,train,baseline
vid_02770,Swipe Right,Jester,unknown,Train,train,baseline
vid_02771,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02772,Thumb Down,Jester,unknown,Train,train,baseline
vid_02773,Stop Sign,Jester,unknown,Train,train,baseline
vid_02774,Thumb Down,Jester,unknown,Train,train,baseline
vid_02775,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02776,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02777,Stop Sign,Jester,unknown,Train,train,baseline
vid_02778,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02779,Thumb Down,Jester,unknown,Train,train,baseline
vid_02780,Rolling Backward,Jester,unknown,DS2,test,task2
vid_02781,Thumb Down,Jester,unknown,Train,train,baseline
vid_02782,Swipe Right,Jester,unknown,Train,train,baseline
vid_02783,Stop Sign,Jester,unknown,DS2,test,task2
vid_02784,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02785,Thumb Down,Jester,unknown,Train,train,baseline
vid_02786,Stop Sign,Jester,unknown,Train,train,baseline
vid_02787,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02788,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02789,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02790,Rolling Backward,Jester,unknown,DS1,test,task1
vid_02791,Swipe Right,Jester,unknown,Train,train,baseline
vid_02792,Stop Sign,Jester,unknown,Train,train,baseline
vid_02793,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02794,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02795,Thumb Down,Jester,unknown,Train,train,baseline
vid_02796,Swipe Left,Jester,unknown,DS2,test,task2
vid_02797,Stop Sign,Jester,unknown,Train,train,baseline
vid_02798,Swipe Right,Jester,unknown,Train,train,baseline
vid_02799,Swipe Right,Jester,unknown,DS1,test,task1
vid_02800,Thumb Down,Jester,unknown,Train,train,baseline
vid_02801,Stop Sign,Jester,unknown,DS3,test,task3
vid_02802,Swipe Left,Jester,unknown,DS2,test,task2
vid_02803,Swipe Left,Jester,unknown,Train,train,baseline
vid_02804,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02805,Swipe Right,Jester,unknown,DS3,test,task3
vid_02806,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02807,Swipe Left,Jester,unknown,DS2,test,task2
vid_02808,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02809,Swipe Left,Jester,unknown,DS1,test,task1
vid_02810,Thumb Down,Jester,unknown,Train,train,baseline
vid_02811,Stop Sign,Jester,unknown,Train,train,baseline
vid_02812,Stop Sign,Jester,unknown,DS1,test,task1
vid_02813,Rolling Backward,Jester,unknown,DS1,test,task1
vid_02814,Thumb Down,Jester,unknown,DS1,test,task1
vid_02815,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02816,Swipe Left,Jester,unknown,DS2,test,task2
vid_02817,Rolling Forward,Jester,unknown,DS2,test,task2
vid_02818,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02819,Stop Sign,Jester,unknown,Train,train,baseline
vid_02820,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02821,Swipe Right,Jester,unknown,DS3,test,task3
vid_02822,Rolling Backward,Jester,unknown,DS2,test,task2
vid_02823,Swipe Right,Jester,unknown,Train,train,baseline
vid_02824,Stop Sign,Jester,unknown,Train,train,baseline
vid_02825,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02826,Stop Sign,Jester,unknown,Train,train,baseline
vid_02827,Thumb Down,Jester,unknown,Train,train,baseline
vid_02828,Swipe Left,Jester,unknown,Train,train,baseline
vid_02829,Swipe Left,Jester,unknown,DS2,test,task2
vid_02830,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02831,Thumb Down,Jester,unknown,DS3,test,task3
vid_02832,Rolling Forward,Jester,unknown,DS2,test,task2
vid_02833,Swipe Left,Jester,unknown,Train,train,baseline
vid_02834,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02835,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02836,Stop Sign,Jester,unknown,DS3,test,task3
vid_02837,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02838,Stop Sign,Jester,unknown,Train,train,baseline
vid_02839,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02840,Swipe Left,Jester,unknown,Train,train,baseline
vid_02841,Swipe Left,Jester,unknown,Train,train,baseline
vid_02842,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02843,Thumb Down,Jester,unknown,Train,train,baseline
vid_02844,Thumb Down,Jester,unknown,Train,train,baseline
vid_02845,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02846,Thumb Down,Jester,unknown,DS2,test,task2
vid_02847,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02848,Rolling Backward,Jester,unknown,DS2,test,task2
vid_02849,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02850,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02851,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02852,Thumb Down,Jester,unknown,DS1,test,task1
vid_02853,Stop Sign,Jester,unknown,Train,train,baseline
vid_02854,Stop Sign,Jester,unknown,Train,train,baseline
vid_02855,Swipe Left,Jester,unknown,Train,train,baseline
vid_02856,Swipe Right,Jester,unknown,Train,train,baseline
vid_02857,Thumb Down,Jester,unknown,DS3,test,task3
vid_02858,Swipe Right,Jester,unknown,Train,train,baseline
vid_02859,Thumb Down,Jester,unknown,Train,train,baseline
vid_02860,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02861,Swipe Left,Jester,unknown,Train,train,baseline
vid_02862,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02863,Rolling Backward,Jester,unknown,DS2,test,task2
vid_02864,Swipe Right,Jester,unknown,DS2,test,task2
vid_02865,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02866,Rolling Backward,Jester,unknown,DS1,test,task1
vid_02867,Thumb Down,Jester,unknown,Train,train,baseline
vid_02868,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02869,Swipe Right,Jester,unknown,DS2,test,task2
vid_02870,Thumb Down,Jester,unknown,DS1,test,task1
vid_02871,Stop Sign,Jester,unknown,Train,train,baseline
vid_02872,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02873,Thumb Down,Jester,unknown,Train,train,baseline
vid_02874,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02875,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02876,Stop Sign,Jester,unknown,Train,train,baseline
vid_02877,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02878,Swipe Left,Jester,unknown,Train,train,baseline
vid_02879,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02880,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02881,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02882,Stop Sign,Jester,unknown,Train,train,baseline
vid_02883,Thumb Down,Jester,unknown,Train,train,baseline
vid_02884,Swipe Right,Jester,unknown,Train,train,baseline
vid_02885,Thumb Down,Jester,unknown,DS3,test,task3
vid_02886,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02887,Swipe Right,Jester,unknown,Train,train,baseline
vid_02888,Stop Sign,Jester,unknown,Train,train,baseline
vid_02889,Swipe Right,Jester,unknown,Train,train,baseline
vid_02890,Swipe Left,Jester,unknown,Train,train,baseline
vid_02891,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02892,Stop Sign,Jester,unknown,DS1,test,task1
vid_02893,Swipe Right,Jester,unknown,Train,train,baseline
vid_02894,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02895,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02896,Thumb Down,Jester,unknown,DS2,test,task2
vid_02897,Swipe Left,Jester,unknown,DS2,test,task2
vid_02898,Stop Sign,Jester,unknown,Train,train,baseline
vid_02899,Rolling Forward,Jester,unknown,DS2,test,task2
vid_02900,Swipe Left,Jester,unknown,Train,train,baseline
vid_02901,Thumb Down,Jester,unknown,Train,train,baseline
vid_02902,Thumb Down,Jester,unknown,Train,train,baseline
vid_02903,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02904,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02905,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02906,Thumb Down,Jester,unknown,Train,train,baseline
vid_02907,Stop Sign,Jester,unknown,Train,train,baseline
vid_02908,Stop Sign,Jester,unknown,Train,train,baseline
vid_02909,Rolling Forward,Jester,unknown,DS2,test,task2
vid_02910,Thumb Down,Jester,unknown,Train,train,baseline
vid_02911,Swipe Left,Jester,unknown,Train,train,baseline
vid_02912,Swipe Right,Jester,unknown,Train,train,baseline
vid_02913,Stop Sign,Jester,unknown,Train,train,baseline
vid_02914,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02915,Swipe Right,Jester,unknown,Train,train,baseline
vid_02916,Swipe Right,Jester,unknown,Train,train,baseline
vid_02917,Swipe Left,Jester,unknown,DS1,test,task1
vid_02918,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02919,Stop Sign,Jester,unknown,Train,train,baseline
vid_02920,Swipe Left,Jester,unknown,DS3,test,task3
vid_02921,Rolling Forward,Jester,unknown,DS3,test,task3
vid_02922,Stop Sign,Jester,unknown,Train,train,baseline
vid_02923,Stop Sign,Jester,unknown,Train,train,baseline
vid_02924,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02925,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02926,Swipe Left,Jester,unknown,DS1,test,task1
vid_02927,Rolling Backward,Jester,unknown,DS2,test,task2
vid_02928,Thumb Down,Jester,unknown,Train,train,baseline
vid_02929,Swipe Right,Jester,unknown,Train,train,baseline
vid_02930,Stop Sign,Jester,unknown,Train,train,baseline
vid_02931,Stop Sign,Jester,unknown,Train,train,baseline
vid_02932,Rolling Forward,Jester,unknown,DS1,test,task1
vid_02933,Swipe Left,Jester,unknown,Train,train,baseline
vid_02934,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02935,Swipe Left,Jester,unknown,Train,train,baseline
vid_02936,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02937,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02938,Thumb Down,Jester,unknown,Train,train,baseline
vid_02939,Swipe Left,Jester,unknown,DS2,test,task2
vid_02940,Stop Sign,Jester,unknown,DS1,test,task1
vid_02941,Thumb Down,Jester,unknown,Train,train,baseline
vid_02942,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02943,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02944,Rolling Backward,Jester,unknown,DS3,test,task3
vid_02945,Thumb Down,Jester,unknown,DS3,test,task3
vid_02946,Rolling Backward,Jester,unknown,DS1,test,task1
vid_02947,Stop Sign,Jester,unknown,DS3,test,task3
vid_02948,Stop Sign,Jester,unknown,Train,train,baseline
vid_02949,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02950,Thumb Down,Jester,unknown,Train,train,baseline
vid_02951,Stop Sign,Jester,unknown,Train,train,baseline
vid_02952,Swipe Right,Jester,unknown,Train,train,baseline
vid_02953,Stop Sign,Jester,unknown,DS2,test,task2
vid_02954,Thumb Down,Jester,unknown,DS2,test,task2
vid_02955,Thumb Down,Jester,unknown,Train,train,baseline
vid_02956,Thumb Down,Jester,unknown,Train,train,baseline
vid_02957,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02958,Stop Sign,Jester,unknown,Train,train,baseline
vid_02959,Stop Sign,Jester,unknown,Train,train,baseline
vid_02960,Thumb Down,Jester,unknown,Train,train,baseline
vid_02961,Swipe Left,Jester,unknown,Train,train,baseline
vid_02962,Swipe Right,Jester,unknown,DS1,test,task1
vid_02963,Swipe Right,Jester,unknown,Train,train,baseline
vid_02964,Thumb Down,Jester,unknown,Train,train,baseline
vid_02965,Swipe Right,Jester,unknown,Train,train,baseline
vid_02966,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02967,Stop Sign,Jester,unknown,Train,train,baseline
vid_02968,Thumb Down,Jester,unknown,Train,train,baseline
vid_02969,Stop Sign,Jester,unknown,Train,train,baseline
vid_02970,Thumb Down,Jester,unknown,Train,train,baseline
vid_02971,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02972,Swipe Right,Jester,unknown,Train,train,baseline
vid_02973,Stop Sign,Jester,unknown,Train,train,baseline
vid_02974,Swipe Left,Jester,unknown,Train,train,baseline
vid_02975,Thumb Down,Jester,unknown,DS2,test,task2
vid_02976,Swipe Left,Jester,unknown,Train,train,baseline
vid_02977,Stop Sign,Jester,unknown,Train,train,baseline
vid_02978,Thumb Down,Jester,unknown,DS1,test,task1
vid_02979,Stop Sign,Jester,unknown,Train,train,baseline
vid_02980,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02981,Stop Sign,Jester,unknown,Train,train,baseline
vid_02982,Thumb Down,Jester,unknown,Train,train,baseline
vid_02983,Swipe Left,Jester,unknown,DS3,test,task3
vid_02984,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02985,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02986,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02987,Stop Sign,Jester,unknown,DS3,test,task3
vid_02988,Swipe Left,Jester,unknown,Train,train,baseline
vid_02989,Stop Sign,Jester,unknown,Train,train,baseline
vid_02990,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02991,Swipe Right,Jester,unknown,Train,train,baseline
vid_02992,Rolling Backward,Jester,unknown,Train,train,baseline
vid_02993,Thumb Down,Jester,unknown,Train,train,baseline
vid_02994,Swipe Left,Jester,unknown,Train,train,baseline
vid_02995,Rolling Forward,Jester,unknown,Train,train,baseline
vid_02996,Thumb Down,Jester,unknown,Train,train,baseline
vid_02997,Thumb Down,Jester,unknown,Train,train,baseline
vid_02998,Swipe Left,Jester,unknown,Train,train,baseline
vid_02999,Stop Sign,Jester,unknown,DS2,test,task2
vid_03000,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03001,Rolling Forward,Jester,unknown,DS1,test,task1
vid_03002,Thumb Down,Jester,unknown,DS2,test,task2
vid_03003,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03004,Rolling Forward,Jester,unknown,DS1,test,task1
vid_03005,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03006,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03007,Stop Sign,Jester,unknown,Train,train,baseline
vid_03008,Stop Sign,Jester,unknown,Train,train,baseline
vid_03009,Swipe Left,Jester,unknown,Train,train,baseline
vid_03010,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03011,Swipe Left,Jester,unknown,Train,train,baseline
vid_03012,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03013,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03014,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03015,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03016,Stop Sign,Jester,unknown,Train,train,baseline
vid_03017,Swipe Right,Jester,unknown,Train,train,baseline
vid_03018,Swipe Right,Jester,unknown,Train,train,baseline
vid_03019,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03020,Rolling Backward,Jester,unknown,DS3,test,task3
vid_03021,Thumb Down,Jester,unknown,Train,train,baseline
vid_03022,Swipe Right,Jester,unknown,Train,train,baseline
vid_03023,Stop Sign,Jester,unknown,DS3,test,task3
vid_03024,Thumb Down,Jester,unknown,DS3,test,task3
vid_03025,Stop Sign,Jester,unknown,Train,train,baseline
vid_03026,Thumb Down,Jester,unknown,Train,train,baseline
vid_03027,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03028,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03029,Stop Sign,Jester,unknown,DS3,test,task3
vid_03030,Rolling Forward,Jester,unknown,DS3,test,task3
vid_03031,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03032,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03033,Swipe Right,Jester,unknown,DS1,test,task1
vid_03034,Rolling Forward,Jester,unknown,DS2,test,task2
vid_03035,Rolling Backward,Jester,unknown,DS1,test,task1
vid_03036,Stop Sign,Jester,unknown,Train,train,baseline
vid_03037,Swipe Left,Jester,unknown,DS2,test,task2
vid_03038,Stop Sign,Jester,unknown,Train,train,baseline
vid_03039,Swipe Right,Jester,unknown,Train,train,baseline
vid_03040,Swipe Right,Jester,unknown,Train,train,baseline
vid_03041,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03042,Rolling Forward,Jester,unknown,DS2,test,task2
vid_03043,Thumb Down,Jester,unknown,Train,train,baseline
vid_03044,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03045,Stop Sign,Jester,unknown,Train,train,baseline
vid_03046,Stop Sign,Jester,unknown,Train,train,baseline
vid_03047,Swipe Right,Jester,unknown,Train,train,baseline
vid_03048,Thumb Down,Jester,unknown,Train,train,baseline
vid_03049,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03050,Thumb Down,Jester,unknown,Train,train,baseline
vid_03051,Swipe Right,Jester,unknown,Train,train,baseline
vid_03052,Rolling Backward,Jester,unknown,DS1,test,task1
vid_03053,Swipe Left,Jester,unknown,Train,train,baseline
vid_03054,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03055,Swipe Right,Jester,unknown,DS1,test,task1
vid_03056,Stop Sign,Jester,unknown,Train,train,baseline
vid_03057,Swipe Left,Jester,unknown,Train,train,baseline
vid_03058,Swipe Left,Jester,unknown,Train,train,baseline
vid_03059,Swipe Left,Jester,unknown,Train,train,baseline
vid_03060,Swipe Right,Jester,unknown,Train,train,baseline
vid_03061,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03062,Swipe Right,Jester,unknown,DS3,test,task3
vid_03063,Rolling Forward,Jester,unknown,DS2,test,task2
vid_03064,Stop Sign,Jester,unknown,Train,train,baseline
vid_03065,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03066,Swipe Left,Jester,unknown,Train,train,baseline
vid_03067,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03068,Swipe Right,Jester,unknown,Train,train,baseline
vid_03069,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03070,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03071,Thumb Down,Jester,unknown,Train,train,baseline
vid_03072,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03073,Stop Sign,Jester,unknown,DS1,test,task1
vid_03074,Thumb Down,Jester,unknown,Train,train,baseline
vid_03075,Swipe Left,Jester,unknown,DS3,test,task3
vid_03076,Swipe Right,Jester,unknown,Train,train,baseline
vid_03077,Stop Sign,Jester,unknown,DS1,test,task1
vid_03078,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03079,Thumb Down,Jester,unknown,Train,train,baseline
vid_03080,Stop Sign,Jester,unknown,Train,train,baseline
vid_03081,Stop Sign,Jester,unknown,DS1,test,task1
vid_03082,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03083,Thumb Down,Jester,unknown,Train,train,baseline
vid_03084,Swipe Left,Jester,unknown,DS3,test,task3
vid_03085,Swipe Right,Jester,unknown,Train,train,baseline
vid_03086,Thumb Down,Jester,unknown,Train,train,baseline
vid_03087,Swipe Left,Jester,unknown,DS1,test,task1
vid_03088,Stop Sign,Jester,unknown,Train,train,baseline
vid_03089,Thumb Down,Jester,unknown,Train,train,baseline
vid_03090,Thumb Down,Jester,unknown,DS3,test,task3
vid_03091,Thumb Down,Jester,unknown,Train,train,baseline
vid_03092,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03093,Swipe Left,Jester,unknown,DS1,test,task1
vid_03094,Thumb Down,Jester,unknown,DS3,test,task3
vid_03095,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03096,Stop Sign,Jester,unknown,Train,train,baseline
vid_03097,Thumb Down,Jester,unknown,DS3,test,task3
vid_03098,Swipe Right,Jester,unknown,DS2,test,task2
vid_03099,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03100,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03101,Thumb Down,Jester,unknown,Train,train,baseline
vid_03102,Swipe Left,Jester,unknown,DS1,test,task1
vid_03103,Swipe Left,Jester,unknown,Train,train,baseline
vid_03104,Stop Sign,Jester,unknown,Train,train,baseline
vid_03105,Stop Sign,Jester,unknown,Train,train,baseline
vid_03106,Rolling Backward,Jester,unknown,Train,train,baseline
vid_03107,Stop Sign,Jester,unknown,Train,train,baseline
vid_03108,Stop Sign,Jester,unknown,DS2,test,task2
vid_03109,Swipe Right,Jester,unknown,DS3,test,task3
vid_03110,Rolling Forward,Jester,unknown,Train,train,baseline
vid_03111,Stop Sign,Jester,unknown,DS2,test,task2
vid_03112,Rolling Backward,Jester,unknown,Train,train,baseline
